ID,countries,Announcement Date,Type of Aid General,Type of Aid Specific,Explanation,Monetary Value as Given by Source,Original Currency,Item,Type of item,Soviet origin (1),No. of Units,No. of Units delivered (in-kind military aid),Unit Price in USD,"Value committed (own estimate, in USD)","Value delivered (own estimate, in USD)",Total ,Converted Value in EUR,Total monetary value delivered in EUR,Official Source,Source of Aid 1,Source of Aid 2,Source of Aid 3,Source of Aid 4,Bilateral loan/grant made through IMF or WB?,Updated/newly added entry,Source for Delivery,,,,,,,,,,,,,,,
USM4,United States,1/6/2022,Military,Weapons and equipment,"BUDGET DRAWDOWN: 700 million USD in lethal weapons and equipment, approved through Presidential Drawdown Authority on June 6. The drawdown is financed with the 11 billion USD signed by the President of the United States on May 21, 2022 (Additional Ukraine Supplemental Act, 2022). Under USM5, we will list all presidential drawdowns that will be financed with the 11 billion USD (see USM1 for comparison). The Additional Ukraine Supplemental Act 2022 also provides 4.52 billion USD in direct humanitarian assistance to Ukraine and neighboring countries (see also USH7-USH9), financial assistance of 8.506 billion USD (see also USF4 and USF5) and military assistance of 21.1 billion USD to Ukraine and neighboring countries (see USM6-USM8). The Additional Ukraine Supplemental Act 2022 approved on May 10 follows the Ukraine Supplemental Act 2022 approved on March 15, whose 3.5 billion USD in Presidential Drawdown Authority are reported in USM1. ","700,000,000",USD,HIMARS 142 multiple rocket launcher,4.0,0,4,4,5600000,"22,400,000","22,400,000","11,000,000,000","10,416,666,667","70,643,939",Yes,https://appropriations.house.gov/sites/democrats.appropriations.house.gov/files/Additional%20Ukraine%20Suplemental%20Appropriations%20Act%20Summary.pdf,https://www.defense.gov/News/Releases/Release/Article/3049472/700-million-in-additional-security-assistance-for-ukraine/,https://www.theguardian.com/world/2022/jun/01/himars-what-are-the-advanced-rockets-us-is-sending-ukraine,https://www.thequint.com/news/world/m142-himars-rocket-system-united-states-ukraine-russia,0,1,"https://www.nytimes.com/2022/07/01/us/politics/himars-weapons-ukraine.html#:~:text=On%20June%2023%2C%20Ukraine's%20defense,one%20for%20some%20of%20them.%E2%80%9D", ,,,,,,,,,,,,,,
,,,,,,,,Guided Multiple Launch Rocket System round,4.0,0,undisclosed,undisclosed,168000,.,.,,,,,,,https://www.defensenews.com/pentagon/2022/06/01/us-will-send-himars-precision-rockets-to-ukraine/, ,,,, ,,,,,,,,,,,,,,
,,,,,,,,artillery radar,1.0,0,4,.,50000,"200,000",.,,,,,,,, ,,,, ,,,,,,,,,,,,,,
,,,,,,,,air-surveillance radar US,1.0,0,2,.,70000000,"140,000,000",.,,,,,,,, ,,,, ,,,,,,,,,,,,,,
,,,,,,,,Javelin anti-tank missile,3.0,0,1.000.00,.,80000,.,.,,,,,,,, ,,,, ,,,,,,,,,,,,,,
,,,,,,,,Javelin command launch unit,3.0,0,50,.,126000,"6,300,000",.,,,,,,,, ,,,, ,,,,,,,,,,,,,,
,,,,,,,,anti-armor weapon,3.0,0,6.000.00,.,.,.,.,,,,,,,, ,,,, ,,,,,,,,,,,,,,
,,,,,,,,155mm artillery round,4.5,0,15.000.00,.,3890,.,.,,,,,,,, ,,,, ,,,,,,,,,,,,,,
,,,,,,,,Mi-17 helicopter,5.0,1,4,3,17400000,"69,600,000","52,200,000",,,,,,,, ,,,https://twitter.com/ukraine_world/status/1538181895892176897, ,,,,,,,,,,,,,,
,,,,,,,,tactical vehicle,1.0,0,15,.,350000,"5,250,000",.,,,,,,,, ,,,, ,,,,,,,,,,,,,,
,,,,,,,,spare part and equipment,1.0,0,undisclosed,.,.,.,.,,,,,,,, ,,,, ,,,,,,,,,,,,,,
,,17/6/2022,,Weapons and equipment,"BUDGET DRAWDOWN: 350 million USD in lethal weapons and equipment, approved through Presidential Drawdown Authority on June 17. The drawdown is financed with the 11 billion USD signed by the President of the United States on May 21, 2022 (Additional Ukraine Supplemental Act, 2022). Under USM5, we will list all presidential drawdowns that will be financed with the 11 billion USD (see USM1 for comparison). The Additional Ukraine Supplemental Act 2022 also provides 4.52 billion USD in direct humanitarian assistance to Ukraine and neighboring countries (see also USH7-USH9), financial assistance of 8.506 billion USD (see also USF4 and USF5) and military assistance of 21.1 billion USD to Ukraine and neighboring countries (see USM6-USM8). The Additional Ukraine Supplemental Act 2022 approved on May 10 follows the Ukraine Supplemental Act 2022 approved on March 15, whose 3.5 billion USD in Presidential Drawdown Authority are reported in USM1. According to ""Source of Aid 3"", so far in FY2022, DoD has provided $950 million in security assistance to Ukraine under the Ukraine Security Assistance Initiative (USAI). This is in line with our narrative on the budgeting of the USAI.","350,000,000",USD,M777 howitzer,4.0,0,18,.,5170000,"93,060,000",.,,,,Yes,https://www.defense.gov/News/Releases/Release/Article/3066864/fact-sheet-on-us-security-assistance-to-ukraine/,https://www.cnbc.com/2022/06/15/biden-to-send-another-1-billion-in-military-aid-to-ukraine-.html,https://www.state.gov/u-s-security-cooperation-with-ukraine/, ,0,1,, ,,,,,,,,,,,,,,
,,,,,,,,155mm artillery round,4.5,0,36000,.,3890,"140,040,000",.,,,,,,,, ,,,,,,,,,,,,,,,,,,
,,,,,,,,Tactical vehicle to tow 155mm howitzer,1.0,0,18,.,350000,"6,300,000",.,,,,,,,, ,,,,,,,,,,,,,,,,,,
,,,,,,,,ammunition for HIMARS,4.5,0,undisclosed,.,.,.,.,,,,,,,, ,,,,,,,,,,,,,,,,,,
,,,,,,,,Tactical vehicle,1.0,0,4,.,350000,"1,400,000",.,,,,,,,, ,,,,,,,,,,,,,,,,,,
,,,,,,,,spare part and equipment,1.0,0,undisclosed,.,.,.,.,,,,,,,, ,,,,,,,,,,,,,,,,,,
,,23/6/2022,,Weapons and equipment,"BUDGET DRAWDOWN: 450 million USD in lethal weapons and equipment, approved through Presidential Drawdown Authority on June 23. The drawdown is financed with the 11 billion USD signed by the President of the United States on May 21, 2022 (Additional Ukraine Supplemental Act, 2022). Under USM5, we will list all presidential drawdowns that will be financed with the 11 billion USD (see USM1 for comparison). The Additional Ukraine Supplemental Act 2022 also provides 4.52 billion USD in direct humanitarian assistance to Ukraine and neighboring countries (see also USH7-USH9), financial assistance of 8.506 billion USD (see also USF4 and USF5) and military assistance of 21.1 billion USD to Ukraine and neighboring countries (see USM6-USM8). The Additional Ukraine Supplemental Act 2022 approved on May 10 follows the Ukraine Supplemental Act 2022 approved on March 15, whose 3.5 billion USD in Presidential Drawdown Authority are reported in USM1. According to ""Source of Aid 3"", so far in FY2022, DoD has provided $950 million in security assistance to Ukraine under the Ukraine Security Assistance Initiative (USAI). This is in line with our narrative on the budgeting of the USAI.","450,000,000",USD,HIMARS 142 multiple rocket launcher,4.0,0,4,.,5600000,"22,400,000",.,,,,Yes,https://www.defense.gov/News/News-Stories/Article/Article/3072692/president-authorizes-another-450-million-drawdown-to-support-ukraine/, , , ,0,1,, ,,,,,,,,,,,,,,
,,,,,,,,round of 105 mm ammunition,3.5,0,36000,.,400,"14,400,000",.,,,,,,,,,,,, ,,,,,,,,,,,,,,
,,,,,,,,Tactical vehicle to tow 155mm howitzer,1.0,0,18,.,350000,"6,300,000",.,,,,,,,,,,,, ,,,,,,,,,,,,,,
,,,,,,,,grenade launcher,2.0,0,1200,.,2250,"2,700,000",.,,,,,,,,,,,, ,,,,,,,,,,,,,,
,,,,,,,,machine gun,2.0,0,2000,.,5300,"10,600,000",.,,,,,,,,,,,, ,,,,,,,,,,,,,,
,,,,,,,,coastal  and riverine patrol boat,4.0,0,18,.,20000000,"360,000,000",.,,,,,,,,,,,, ,,,,,,,,,,,,,,
,,,,,,,,spare part and equipment,1.0,0,undisclosed,.,.,.,.,,,,,,,,,,,, ,,,,,,,,,,,,,,
,,1/7/2022,,Weapons,"BUDGET DRAWDOWN: 50 million USD spent in ammunition for HIMARS;, approved through Presidential Drawdown Authority on June 23. The drawdown is financed with the 11 billion USD signed by the President of the United States on May 21, 2022 (Additional Ukraine Supplemental Act, 2022). Under USM5, we will list all presidential drawdowns that will be financed with the 11 billion USD (see USM1 for comparison). The Additional Ukraine Supplemental Act 2022 also provides 4.52 billion USD in direct humanitarian assistance to Ukraine and neighboring countries (see also USH7-USH9), financial assistance of 8.506 billion USD (see also USF4 and USF5) and military assistance of 21.1 billion USD to Ukraine and neighboring countries (see USM6-USM8). The Additional Ukraine Supplemental Act 2022 approved on May 10 follows the Ukraine Supplemental Act 2022 approved on March 15, whose 3.5 billion USD in Presidential Drawdown Authority are reported in USM1. The remaining 770 million USD of ""Source of Aid 1"" are reported in USM5. ","50,000,000",USD,ammunition for HIMARS,4.5,0,undisclosed,.,.,.,.,,,,Yes,https://www.defense.gov/News/Releases/Release/Article/3081993/820-million-in-additional-security-assistance-for-ukraine/,,,,0,1,,,,,,,,,,,,,,,,
USM5,United States,1/4/2022,Military,Weapons and equipment,"BUDGET DRAWDOWN: 300 million USD in security assistance. Unlike Presidential Drawdowns, USAI is an authority under which the U.S. procures capabilities from industry rather than delivering equipment that is drawn down from DoD stocks. This announcement represents the beginning of a contracting process to provide new capabilities to Ukraine’s Armed Forces.
We report it as included in  aid the budget for the USAI (Ukraine Security Assistance Initiative) approved on May 21, 2022, namely the Additional Ukraine Supplemental Act 2022. ","300,000,000",USD,laser-guided rocket system,3.0,0,undisclosed, ,22000,.,.,"6,000,000,000","5,647,590,361","3,409,091",Yes,"https://www.defense.gov/News/Releases/Release/Article/2987119/defense-department-announces-300-million-in-additional-assistance-for-ukraine/#:~:text=Through%20USAI%2C%20DoD%20will%20provide,repel%20Russia's%20war%20of%20choice",https://www.whitehouse.gov/briefing-room/press-briefings/2022/04/04/press-briefing-by-press-secretary-jen-psaki-and-national-security-advisor-jake-sullivan/,https://www.19fortyfive.com/2022/04/switchblade-the-drone-giving-ukraine-a-big-edge-against-russia/,.,0,0, , , , , , , , , , , , , , , , 
,,,,,,,,Switchblade Tactical Unmanned Aerial System,5.0,0,600,600,6000,"3,600,000","3,600,000",,,,,,,,,,,https://defensereview.com/aevex-aerospace-phoenix-ghost-secretive-suicide-kamikaze-drone-aircraft-being-shipped-to-ukraine-to-help-fight-the-russians/, , , , , , , , , , , , , , , 
,,,,,,,,Puma unmanned aerial system,5.0,0,undisclosed,undisclosed,250000,.,.,,,,,,,,,,,https://defence-blog.com/ukraine-receives-rq-20-unarmed-aerial-vehicles-donated-by-us/, , , , , , , , , , , , , , , 
,,,,,,,,counter-unmanned aerial system,5.0,0,undisclosed,undisclosed,15000000,.,.,,,,,,,,,,,https://twitter.com/UAWeapons/status/1531282230760378369, , , , , , , , , , , , , , , 
,,,,,,,,armored high mobility multipurpose wheeled vehicle,4.0,0,undisclosed, ,52393,.,.,,,,,,,,,,, , , , , , , , , , , , , , , , 
,,,,,,,,small-to-large caliber nonstandard ammunition,2.5,0,undisclosed, ,.,.,.,,,,,,,,,,, , , , , , , , , , , , , , , , 
,,,,,,,,night vision device,1.0,0,undisclosed, ,7600,.,.,,,,,,,,,,, , , , , , , , , , , , , , , , 
,,,,,,,,thermal imagery system,1.0,0,undisclosed, ,5000,.,.,,,,,,,,,,, , , , , , , , , , , , , , , , 
,,,,,,,,optic,1.0,0,undisclosed, ,.,.,.,,,,,,,,,,, , , , , , , , , , , , , , , , 
,,,,,,,,Tactical secure communications system,1.0,0,undisclosed, ,.,.,.,,,,,,,,,,, , , , , , , , , , , , , , , , 
,,,,,,,,non-standard machine gun,2.0,0,undisclosed, ,40000,.,.,,,,,,,,,,, , , , , , , , , , , , , , , , 
,,,,,,,,commercial satellite imagery service,1.0,0,undisclosed, ,.,.,.,,,,,,,,,,, , , , , , , , , , , , , , , , 
,,,,,,,,medical equipment,1.0,0,undisclosed, ,.,.,.,,,,,,,,,,, , , , , , , , , , , , , , , , 
,,,,,,,,field equipment,1.0,0,undisclosed, ,.,.,.,,,,,,,,,,, , , , , , , , , , , , , , , , 
,,,,,,,,spare parts,1.0,0,undisclosed, ,.,.,.,,,,,,,,,,, , , , , , , , , , , , , , , , 
,,17/6/2022,Military,"Weapons, equipment and assistance","BUDGET DRAWDOWN: Tranche of aid financed through the budget for the USAI (Ukraine Security Assistance Initiative), which provides military support, logistic and equipment to Ukraine. The aid is part of a bigger package from May 21, 2022, the Additional Ukraine Supplemental Act 2022, which provides a total amount of 4.52 billion USD in direct humanitarian assistance to Ukraine and neighboring countries (see also USH7-USH9), financial assistance of 8.506 billion USD (see also USF4 and USF5) and military assistance of 21.1 billion USD to Ukraine and neighboring countries (see USM5 and USM7-USM8). We do not include the remaining part of that overall package signed on May 21, 2022, since it is not directly targeted at Ukraine.","650,000,000",USD,Harpoon coastal defense missile system,4.0,0,2,.,29215940,"58,431,880",.,,,,Yes,https://appropriations.house.gov/sites/democrats.appropriations.house.gov/files/Additional%20Ukraine%20Suplemental%20Appropriations%20Act%20Summary.pdf,https://www.defense.gov/News/Releases/Release/Article/3066864/fact-sheet-on-us-security-assistance-to-ukraine/,https://www.cnbc.com/2022/06/15/biden-to-send-another-1-billion-in-military-aid-to-ukraine-.html,.,0,1,., , , , , , , , , , , , , , , 
,,,,,,,,radio transmitter,1.0,0,2000,.,.,.,.,,,,,,,,,,,, , , , , , , , , , , , , , , 
,,,,,,,,thermal imagery system,1.0,0,undisclosed,.,5000,.,.,,,,,,,,,,,, , , , , , , , , , , , , , , 
,,,,,,,,night vision device,1.0,0,undisclosed,.,7600,.,.,,,,,,,,,,,, , , , , , , , , , , , , , , 
,,1/7/2022,Military,Weapons and Equipment,"BUDGET DRAWDOWN: Tranche of aid amounting to 770 USD, financed through the budget for the USAI (Ukraine Security Assistance Initiative), which provides military support, logistic and equipment to Ukraine. The aid is part of a bigger package from May 21, 2022, the Additional Ukraine Supplemental Act 2022, which provides a total amount of 4.52 billion USD in direct humanitarian assistance to Ukraine and neighboring countries (see also USH7-USH9), financial assistance of 8.506 billion USD (see also USF4 and USF5) and military assistance of 21.1 billion USD to Ukraine and neighboring countries (see USM5 and USM7-USM8). We do not include the remaining part of that overall package signed on May 21, 2022, since it is not directly targeted at Ukraine. The remaining 50 million USD are reported in USM4.","770,000,000",USD,National Advanced Surface-to-Air Missile System (NASAMS),4.0,0,2,.,50000000,"100,000,000",.,,,,Yes,https://www.defense.gov/News/Releases/Release/Article/3081993/820-million-in-additional-security-assistance-for-ukraine/,.,.,.,0,1,,,,,,,,,,,,,,,,
,,,,,,,,155mm artillery round,4.5,0,150000,.,3890,"583,500,000",.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AN/TPQ-36 counter-artillery radar,1.0,0,4,.,8888888,"35,555,552",.,,,,,,,,,,,,,,,,,,,,,,,,,,
USM6,United States,17/7/2022,Military,Weapons and Equipment,"BUDGET DRAWDOWN: Additional budget for the Foreign Military Financing program amounting to 4 billion USD in total, which will provide grants and financial loans to Ukraine and neighboring countries for the purchase of weapons and defense equipment made in US. The aid is part of a bigger package from May 21, 2022: the Additional Ukraine Supplemental Act 2022, that provides a total amount of 4.52 billion USD in direct humanitarian assistance to Ukraine and neighboring countries (see also USH7-USH9), financial assistance of 8.506 billion USD (see also USF4 and USF5) and military assistance of 21.1 billion USD to Ukraine and neighboring countries (see USM5-USM6 and USM8). We do not include the remaining part of that overall package from May 10, 2022, since it is not directly targeted to Ukraine. in USM6, we list the purchases financed with the Program (similar to USM2). At first, we report the purchase of boats and radars announced on June 17, whose monetary value given by the source amounts to 600 million USD (See ""Source of Aid 2"").","600,000,000",USD,Mark VI Patrol boat,4.0,0,16,.,15000000,"240,000,000",.,"4,000,000,000","3,787,878,788",.,Yes,https://appropriations.house.gov/sites/democrats.appropriations.house.gov/files/Additional%20Ukraine%20Suplemental%20Appropriations%20Act%20Summary.pdf,https://www.dsca.mil/press-media/major-arms-sales/ukraine-mark-vi-patrol-boats,.,.,0,1,., , , , , , , , , , , , , , , 
,,,,,,,,MSI Seahawk A2 gun system,2.0,0,32,.,.,.,.,,,,,,,,,,,, , , , , , , , , , , , , , , 
,,,,,,,,Electro-Optics-Infrared Radar (FLIR),1.0,0,20,.,.,.,.,,,,,,,,,,,, , , , , , , , , , , , , , , 
,,,,,,,,Long Range Acoustic Device (LRAD) 5km loudspeaker system,1.0,0,16,.,.,.,.,,,,,,,,,,,, , , , , , , , , , , , , , , 
,,,,,,,,Identification Friend and Foe system,1.0,0,16,.,.,.,.,,,,,,,,,,,, , , , , , , , , , , , , , , 
,,,,,,,,MK44 cannon,2.0,0,40,.,.,.,.,,,,,,,,,,,, , , , , , , , , , , , , , , 
USM7,United States,21/5/2022,Military,Grant,"Funding for nonproliferation, anti-terrorism, demining and related programs to protect against chemical, biological, radiological, and nuclear incidents and expand demining programs in Ukraine. The aid is part of a bigger package from May 10, 2022, the Additional Ukraine Supplemental Act 2022, which provides a total amount of 4.52 billion USD in direct humanitarian assistance to Ukraine and neighboring countries (see also USH7-USH9), financial assistance of 8.506 billion USD (see also USF4 and USF5) and military assistance of 21.1 billion USD to Ukraine and neighboring countries (see USM5-USM7). We do not include the remaining part of that overall package from May 10, 2022, since it is not directly targeted to Ukraine.","100,000,000",USD,.,.,.,.,,.,.,.,"100,000,000","94,696,970",.,Yes,https://appropriations.house.gov/sites/democrats.appropriations.house.gov/files/Additional%20Ukraine%20Suplemental%20Appropriations%20Act%20Summary.pdf,.,.,.,0,0,.,,,,,,,,,,,,,,,
